id,title,summary
41,The Accidental Rush for Anthrax Island,"Gruinard Island, on the west coast of Scotland, is not a tourist destination. But if you really do want to get closer, there is a way. In World War 2, this is where Britain tested its biological weapons. The island was contaminated for decades, and landing was dangerous and illegal. In the 1980s, the island was decontaminated. It was sold for £500 to the original owners, and the government cleaned-up the secret wartime-up-up secret-anthrax-contaminated island. It is now a popular holiday destination for British backpackers and holidaymakers. It has also been used as a training ground for the SAS and the Royal Marines, and as a base for the Royal Air Force and the British Army. The government has always maintained that the experiments on the island were just for defence, and that the people involved were never traced. But who knows what was said privately in private? In times of war, the laws fall silent. The history of the island has been badly told, in books, in articles, in all sorts of ways. But this video isn't about that. It's about a story that I don't think has ever been told, and it's a fairly minor detail in context. The story is about how the island came to be the way it is."
42,The Long-Forgotten History of the British Moon Spacesuit,"In the 1940s, 15 years before Kennedy said that America ""chose to go to the moon"", the British Interplanetary Society had similar plans. The BIS was set up in 1933 by a man called Phil Cleator. They wanted to say, ""Hey, we think this is possible. And we think Britain should do it."" And one of their number, Ralph Smith, drew up plans for a spacesuit. But no one ever built it, until a few years ago. The suit is made out of beta fabric and rubber, much like a modern space suit. It's not designed for hours-long space walks, but for emergency situations. It provides pressure, oxygen and protection against extreme heat, extreme cold and direct sunlight. But it's not a real spacesuit, it's just a replica of that one - the Sokol spacesuit that Tim Peake, the most recent British astronaut, used in space. It can't expand out any further, but it does give a bit of movement at the arm end of the suit, just like an Apollo suit did. It has a gap between the cape and the surface of the moon, so if he's getting cold on the surface, any heat that's out from the suit can then pull this heat in."
43,I promise this story about microwaves is interesting.,"The microwave was invented to heat hamsters humanely in 1950s laboratories. The first microwave as we'd know it today was released in the late 1960s. It was the size of a fridge and had to be actively cooled. But inside it is a magnetron that converts electricity into electromagnetic radiation. It's like blowing air over glass bottles and changing the pitch by changing the amount of water inside. It can also be used to cook food, but it's not as safe as you might think. It has been used to heat food in the past, but not since the 1970s. The technology is still in use today, but in a much safer way than it was in the 1940s and 1950s. For more information on the microwave, go to: www.microwave.org.uk/Microwave-History-and-Technique. Back to Mail Online home. Back To the page you came from. The Daily Mail Online page you come from, or follow us on Twitter @dailymailonline and @reporter_cooper. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or click here."
44,The Beach Where Lego Keeps Washing Up,"In 1997, a container ship carrying 5 million pieces of Lego was hit by a heavy storm off the coast of Cornwall. Tracey Williams has been beachcombing here for years and runs a photography project called Lego Lost at Sea. She shows off some of her collection, which includes plastic bottle caps, gun wads and a valve off a tyre. The pieces are thought to be the remains of beach bonfires, but it's not known where they came from or how they ended up on the beach. It's thought that 80% of litter dropped on the streets makes its way to the sea. But it's actually not as bad today as you might think, says Tracey. She says it's just a sort of pointless exercise, picking it up and putting it in a plastic bag, which is the best way to get rid of it. But she adds: ""There's this monster in the movies, where the characters suddenly realise that the thing that they've heard about is actually the abstract thing that is actually in the room with them. Get used to seeing this horror at this point in your life, I've just got a sort-of horror at that point in my life at the moment"" It's not just Lego, it's so many plastic things and it's all as seawater."
45,Taking The Emergency Exit From A Wind Turbine,"CNN's Tom Lister climbs a wind turbine to learn how to repair wind turbines. Lister uses a fall arrest system to prevent him from falling while working on a 50 metre turbine. He climbs up the turbine, abseils out, and uses an emergency exit at the top to get out of the turbine. The emergency descenders come in different guises but the one that's at the. top there, only train with it once every two years, Lister says, because it's always the worst case scenario where it's not possible to get it out. The turbine is capable of producing 500 kilowatts of energy, but it's used all over Europe for blade repair. It's much more dangerous to climb a ladder six foot off the ground than it is to work 50 metres up in the air in the. air, says Lister, because you've got lots of other things to fail first, before you even have to use that gear. The team are alloroughly trained for it, he says, and they'll all be able to get down the emergency descender on the descender to get Lister down on to the ground in a few minutes if it's needed. But the ladder is the most likely reason that's not likely to happen, he adds."
46,England's Oldest Attraction Turns Teddy Bears To Stone,"Mother Shipton's Cave in Knaresborough, Yorkshire, has been a tourist attraction for 400 years. She is said to have lived in a cave with a pool shaped like a skull that turned things to stone. The water in the cave is rich in minerals, sulphates and carbonates, and acts like stalactites. The pool that turns objects to stone is real, and has been used for centuries. But it's not a cure-all and is not recommended with modern health and safety in mind. The cave is still open to the public, but only guided tours are available. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit www.suicidepreventionlifeline.org. Back to Mail Online home.back to the page you came from.""We're talking about the year 1488. There was a young lady called Agatha Sontheil, who was cast out of the town of Kna Resborough at the age of 15 because she was having a baby. She was born, it is said, with a hunched back, but also a clever young lady"""
47,I asked an AI for video ideas for other YouTubers. It went badly.,"GPT-3 is a new text-generation artificial-intelligence system from OpenAI. It can be used to come up with video titles for YouTube channels. Sabrina Cruz, one of the team behind the project, asked the AI for ideas for a new channel. The AI came up with a list of ideas, which Cruz then tried to cut down on. She says it's not easy, but it's a good way to get people talking about science. The channel will be called ElectroBOOM, and will feature videos about science and technology. The project is still in progress, but Cruz says she hopes to have it ready by the end of the year. The video will be available to watch on YouTube in the next few days, with a free trial of the system available on the OpenAI website. For more information, visit OpenAI's website. and follow them on Twitter @OpenAI. and @GPT3. The ElectroBOom channel is now live on YouTube, and can be found on the channel's channel page, or click here for more information on how to watch the video on a mobile device or a PC, or go to the channel page to watch it on a Mac. For confidential support, call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, or see www.samaritans.org."
48,What Color Is My Hoodie?,"color is not a real thing, your brain just createscolor in your head based on the signals it receives from cells. Color perception isn't just about wavelengths, it's about comparing those wavelengths to everything around. Colour is something you have to watch out for, because colors seen on a screen are out of context, no matter the lighting in the room. The colour that comes out of  your screen should also be white. The color settings on my camera have to be adjusted to match the lighting, so only the camera, not my editing program, can change the colors on my screen. The colours of my hoodie can change from grey to blue to red, depending on the light conditions. The colors of the clouds can also change from blue to purple, depending upon the lighting conditions in the area, and even from red to yellow. And the colour of my hair is changing from black to grey, and back to black again, because I'm wearing a hoodie that's the same colour as my hair. It's all a bit of a mystery, but I'm sure you'll get the idea by the end of the show, so let's get to the point. What do you think? Share your thoughts in the comments below or post a video on CNN iReport."
49,It's like a spaceship for sharks.,"The Deep in Hull is a closed system with no input or output to the oceans whatsoever. The water inside that system or exhibit is constantly recirculating between the exhibit and the life-support system. The bacteria that live on these bio-balls are converting it through nitrite, then to nitrate, then nitrogen gas. The last step in the process is the light-support process, which breaks down light-anti-microbial cell membranes within these units within the aquarium. If these are somehow breached, the environment inside the system will also breach out of the walls of the aquarium and spray out into space. The Deep is open to the public, but it is closed to the media and the public is not allowed to enter the system. It is currently being used as a research centre by the University of Hull. It will also be used to test new ways of extracting water from the sea. It has been described as ""a spaceship for sharks"" and ""a high pressure environment for creatures"" for the first time in its history. The system is being trialled on a large scale for things like a 2.5-million-litre system. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org."
50,The Difference Between High Explosives and Low Explosives,"""High explosives"" and ""low explosives"" are different terms for different types of explosives. Explosives are a mixture of a fuel and an oxidizer mixed together. High explosives can go off at between 6,000-9,000 metres per second, while low explosives need a shockwave to detonate properly. ""High explosives can be safer than low explosives, weirdly, because they don't need to be as hot and dangerous to start a fire,"" says the Explosives expert. ""You're actually allowed to have 50 kilos of high explosive in your car without having to put a hazard symbol up on your vehicle at all,"" he says. ""It's considered not to be that big of a problem. It's not considered to be an accident of an accident, if there's an accident around a load of high explosives, they're all going to catch fire and go up in flames"" ""If you keep the high explosives separate, as long as you're supposed to, you're not supposed to keep the low explosives around as long, as you keep them separate, you'll never have to worry about them catching fire and going up in smoke,"" he adds. ""I've never seen anything like it in my life. I've never heard of it, but I've seen a lot of them."""
51,Why Shakespeare Could Never Have Been French,"Shakespeare’s plays and poetry have a certain rhythm and feeling to them. A French-speaking poet could not have written something that sounds like Shakespeare. The language you speak affects the poetry and verse that you can write. English has “lexical stress”, French has ‘prosodic stress’ and French doesn’t have lexical stress. For a limerick, the LEXical STRESS has to LAND on the BEAT. In French, by default, stress lands on the last syllable of an utterance, and this is going to be really difficult to perform. The Language Files is on Channel 4 tonight at 10pm on Channel 5. For more information, visit Channel 5 News at 8pm and Channel 5 at 10 p.m. and Channel 4 at 10:30pm. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or click here for details on how to get in touch with the National suicide Prevention Helpline. In Europe, call the national suicide prevention helpline on 0800-825-7255."
52,"Why No-One Will Save Covehithe, The Village That Will Soon Crumble Into The Sea","Covehithe, on the south-east coast of Britain, has been a settlement for at least a thousand years. The cliffs here get eroded a little bit with every high tide, being pushed back and back. The landowners here did offer to build their own coastal defences back in 2011. But they were turned down by the council, who say it's not sustainable to try and stop the erosion. But if you do happen to be somewhere in the area in the next few years, it might be worth stopping by... while you can. Back to Mail Online home. back to the page you came from.. The story you were looking for, from Channel 4 News, is now available on iTunes, Amazon, Google Play and other platforms. For more, go to www.channel4news.com/news/cove-hithe-on-the-south-east-coast-of-Britain-that-once-was-a-settlement-for-a thousand-years-and-will-be-gone-by-the end of the century. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255."
53,Why Real Explosions Don't Look Like Movie Explosions,"The film industry has a lot of tricks to make explosions look like the audience expects them to. The explosive is just a thin plastic tube with fibre winding inside it, down the very forefrontcentre, it's powdered PETNpentaethyle tetranitramine. When this stuff goes off, it will detonate along its length, about six kilometres a second. The second trick is how you film the explosion, by moving the camera back and zooming in, you make it look like it is much, much much closer to the actor. You make the explosion seem longer by shooting from multiple angles, and use all the cinematic lensand colour tricks you can to make it looks... well, cinematic. The effect is from a cloud of fuel igniting into a big, yellow flames, with lots of dirty black smoke, because it's a mixture ofkerosene, petrol, diesel, and any other muck I happen to have lying around. It's pretty powerful. But, what we're going to do for the Hollywood effect, is to reel it up, and make like little flat pads of it. That will make the whole frame filled up, while everyone's still at a safe distance. And that produces a nice, big explosive effect."
54,Why Progress Bars Don't Move Smoothly ▓▓▓░░░░░░,"A progress bar shows how long it will take to complete a task. Progress bars exist in all sorts of places all over the real world. Without a progress bar, it's impossible to tell whether a task is barely started, about to finish, or stuck in a loop it’ll never recover from. The simplest possible progress bar takes the number of things to do, and shows how many of those are done. A programmer could work out roughly how long each of those processes will take, and bias the progress bar accordingly. But each one of those steps will take different amounts of time on different machines, depending on internet speed, disk speed, and other factors. It’s basically impossible to get a smoothly smooth progress bar for something like that, so we’re going to try to make it as smooth as possible. We hope you’ve enjoyed this guide to how to use progress bars in your computers and phones. We’d like to hear from you about how you use them, and what you think they can do for you. Please email us at tips@dailymail.co.uk or tweet us at @dailymailnews.uk with the hashtag #progressbar. Back to the page you came from. Follow us on Facebook and Twitter."
55,"I asked an AI for video ideas, and they were actually good","CNN's John Defterios has used an artificial intelligence tool to come up with new video titles. The tool is called GPT-3 and was created by OpenAI. It can read and store a huge amount of the web, and then generate new, never-before-written sentences. It generated more than a thousand video titles, but most of them were dull. Defterio has used some of them to curate a new series of videos on CNN.com/Heroes. The series will run from February 2021 to April 2021, with a new episode every week until the end of the series in April. For more information on CNN's Heroes, visit their website or follow their Twitter account @HeroesTV and @CNNHeroes on Facebook and Twitter. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details. In the U.S., call the National Suicide Prevention Lifeline on 1-800-273-8255 or visit www.suicidepreventionlifeline.org. In Europe, call the NSPCC on 0800-825-7255 or go to http://www.samaritans.org/. For confidential. support in the United States, call 1-877-457-9090 or visit the National suicide prevention Lifeline."
56,YouTubers have to declare ads. Why doesn't anyone else?,"Around the world, there are regulations for 'influencers' - people who endorse products. But why does no-one on TV, or film, or anywhere else have to do that? TomReacts looks at the debate over what counts as advertising. And today's lazy reaction video is sponsored by Disguised Gambling Game. It's like a casino, but without any regulation, and children can play too! I am morally complicit in this! What do you think? Share your thoughts with us on Twitter @CNNOpinion and @dailymailonline. Back to the page you came from. Follow us on Facebook and Twitter @DailyMailOnline and @MailOnlineOpinions. For confidential support on suicide matters call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit www.suicidepreventionlifeline.org. In Europe, contact the National suicide Prevention Lifeline on 0800 555 111, or click here for details on how to get in contact with the NationalSuicide Preventionlifeline in the UK. The Samaritans can also be found on the National Suicide Prevention Lifelines in the following countries: England, Wales, Scotland, Northern Ireland, France and Germany."
57,Why 18th-Century Firefighters Let Some Buildings Burn,"The Great Fire of London in 1666 burned central London to the ground for four days. After the fire, the job of fire protection in London was taken up by insurance companies. Building owners would pay a fee and the insurance company would attach a metal ""fire mark"" to the front of the building. Firefighters would only fight the fire if they saw their own company's mark, or the mark of a company they had an agreement with. In places where there aren't enough people, or there's not enough political will, for a government-funded fire service, that may still be the only option. The fire service is funded by government, through taxes, for everyone in the UK, and around the world. The service is free to call, and you don't have to worry about getting a bill for it after the fire has been put out. It's also free to use the fire service to save lives, not just property, in places where you can't call for help right away. But it's not free to get a good zoom shot of Buckingham Palace from there. The road is closed off, by the way, and all you're going to see is the traffic light. The Palace is still standing today,350 years later, but it's closed off for pedestrians."
58,"Hill Hill Hill Hill, debunked, debunked","There are lots of places in the world which have the same name twice. But Torpenhow Hill in the Lake District is the only place with four words that all mean the same thing. The name's almost certainly a modern invention. There is no Torpen how Hill marked on any official map. The only thing stopping this being ""officially being ""is that there's not enough consensus that it's even a place"" to be called TorpenHow Hill. But if you type ""Torpenhow"" into online maps...quite a few of them point you there. And the thing is: as I record this, I'll CG in a map just over there, just to make my point. That one tree in New Zealand is being destroyed by vandals and ""Trepenna"" is far enough off that I have a duty to do something about it. But I didn't ask permission to be here, but I have to care about people coming to places like this, so I'm not going to say no to it. And so now, I'm going to debunk the debunk. Because if that's true, why am I out of breath? What did I just climb? I came up here from the village, it's conservativea slow steady climb on a country road."
59,The Radioactive Beach In New York,"Vanessa from BrainCraft is a behavioural scientist and self-improvement expert. She filmed a pitch about a radioactive beach in New York. The beach is full of glass bottles, pieces of the city's history... and radium 226. The National Park Service has closed the site, even though the danger of deckmarkers has been questioned. The site is earmarked to be cleaned up, and some of the old artifacts will be removed. It raises the question of, what is valuable to preserve? It's about urban archaeology. You could start exploring your own head on your own channel, BrainCraftRather than exploring the world, explore the world with her. You can follow Vanessa on Twitter @vanessa_vanessa and on her channel, Disconnected, on Facebook @VanessaVanessa, and on Instagram @vanessasvanessa. For more BrainCraft videos, visit the channel's YouTube page and follow her on Twitter@vanessavanessa, or on Facebook at @VanessasVanessa and @BrainCraftRather. For the rest of the show, visit CNN.com/Cinema and click here for the full episode of BrainCraft Rather, tonight at 10pm ET/PT on Channel 4 (9pm ET /PT)."
60,Trying To Create an AI Tom Scott (on a $100 budget),"This week's guest video is from Jordan Harrod, who is probably thesmartest person I know. Jordan is working on a joint Harvard-MIT doctorate in medical engineering and medical physics. He is researching using AI in neuroscience, and also has a channel with deep dives into AI and algorithms. Jordan: ""This isn't a face replacement on a $100 budget. That's mainstream now. Hollywood's doing it, anybody can do it"" He says: ""I'm trying to create a cheapercomplete replacement for me, an automatic digital puppet"" This is not consent for anyone else. Don't try this at home! He says. ""Deepfakes"" are a type of synthetic media created using direct or indirect acquisition methods. They can be generated using models called Generative Adversarial Networks or GANs, which are essentiallyindistinguishable from real data on the other side, and can be used to create synthetic media. They are also known as synthetic media generation or Synthetic Media Generation, or SYnthetic Media Generator, and are used by the likes of Google, Facebook, Twitter, and others to create fake content. For more information on deepfakes, visit CNN.com/deepfakes and follow the CNN Artificial Intelligence blog on Twitter @cnn_ai."
61,Australia's Bushfire-Hunting Satellites,"This week's guest video is from Atomic Frontier, a channel based around explaining things, on location, with a style that sometimes feels like a BBC documentary from the early 2000s. James climbs a tree in Western Australia to learn more about bushfires and satellites. He shows how satellites can be used to monitor the fires, and how infrared radiation can help firefighters spot the flames in the smoke. The video is sponsored by Atomic Frontier and is produced by The Australian Broadcasting Corporation (AABC) (www.AABC.com). For more information on Atomic Frontier visit their website. For more on the channel, visit Atomic Frontier.com. For all the latest from ACB, please visit the website here: http://www.acb.com/news/features/features-top-stories/top-10-stories-of-the-year-in-action-and-what-we-researchers-are-looking-forward-to-in the year-long-blaze-that-will-hit Australia. For the latest on the Australian Bureau of Meteorology, visit the site here: www.abm.gov.au/mbm/news-features/topstories/stories/blazing-summer-2014-v2."
62,Trying To Fail A Drug Test On Purpose,"Trace Dominguez is one of the mostenthusiastic and bouncy science communicators I know. He's going to test an old myth and try to purposefullyfail a drug test on purpose. The scientific name of the poppy is papaver somniferum. It contains a milky sap that can be harvested to make opium,morphine, codeine, oxycodone, Methadone, and heroin. The seeds are usually washed and processed so that they can be safely put on muffins, cakes, and breads. But sometimes some of the residue from the sap can slip through and end up making you have quite the breakfast(!) After eating a poppy seed bagel, Trace tested positive at home at 24 hours, 36 hours, and 48 hours, but then tested negative at 48 hours. Here are the results of the tests that resulted in a false positive. The results are an approximation of what's happening, because YouTube's content policies say that I can't show you actually the urine part of the test. The video is a one-off, and Trace will be back in January with a new series of guest videos to take over this channel. The next episode will be on February 6th, at 9pm ET on Channel 4."
63,"How Weird Is My Audience? I Polled 15,408 People To Find Out","A few weeks ago, I asked my audience some odd questions, and more than 13,000 people answered. I also paid a professional polling service to ask the same questions to the public. The results are puzzling, because they do not match what the researchers expected at all. The most likely explanation, I think, is that it’s a complicated question. It requires a complicated answer, and people will get them as fast as they can get them. It's a good thing I don’t think I’ve ever made a video about cats or dogs or animals at all, because I don't think this audience would have understood it. But something about this audience makes you more likely to be a “cat person” than “infrastructure person,” and that makes me think “dog person’ is safely in the lead. I really do find it fascinating. And I can’d like to ask you to vote on whether or not you think I am a ‘dog person.’ I think that would be a great way to start a conversation. I hope you’ll join me for a cup of tea and a glass of wine in the comments section below, and let me know what you think of the video."
64,The Greatest Title Sequence I've Ever Seen,"The first episode of It'll Be Alright on the Night aired in 1977. It was the only television show dedicated to showing clips the public weren't meant to see. The show's formula was simple:compilations of cockups, presented by Denis Norden, clipboard in hand, to a live studio audience. The programme was an obvious success, but there weren't enough available outtakes to make it a regular thing. By the late '80s, the show was pulling in 17 million viewers, pulling in a third of the entire British population. The only source that I have for ratings is Wikipedia, which doesn't have any explicit reason to doubt those numbers. I can't imagine some jerk after this video claiming that I believed the fake viewing figures added years ago. But I'm assuming they're true: by the early 90s, there were only four television channels, but they were publicly-funded rivals at their own Christmas. The BBC was the main commercial network at the time, and their archives were their own private, hidden treasure trove of material. It's also a warning about how YouTube won't last forever, and it's the reason why I'm climbing this particular hill. It'll be alright on the Day1, which as far as I can tell is entirely lost to history."
65,The Never-Used Road Where The BBC Crash Cars,"Road to Nowhere is 400m of never-completed 1970s highway in Yate, south-west England. Public can't drive on the road, though: it's gated off by a railway line. The local council makes it available for filming, and the whole area is closed occasionally for television shows to shoot on. Casualty used it for one of their most expensive scenes ever, which involved a huge fake bridge, crashing vehicles and setting off an enormous tanker explosion. But it's not likely to be used for anything other than stunt drivers and dog walkers any time soon. The road is still open to the public, but it's a bit of a pain to walk on at the moment, because it's full of potholes and pothole-ridden potholders. It's not a secret, either: this is a big public common, and there are people walking their dogs here. It just never happened, and no-one ever started the project up again after the council put the whole thing on hold because of the cost of building a new railway bridge over there. The only reason it's still open is because the council didn't want to pay that much for the new bridge, so they put the project on hold. It looks more realistic that way."
66,How Many Languages Are There?,"Languages are not separate, distinct things. They evolve, split, merge, fall out of use. It's hard to say exactly where one language ends, and another begins. Ethnologue counts 7,000 languages, 50% of them likely to be extinct by the end of the 20th century. Icelandic is spoken by more than 300,000 people, but it's not supported by smartphones or tablets. If you want to participate in modern life, you need to speak another language, probably English, says Simon Tisdall, editor-in-chief of Ethnologie. He says it’s about access to culture, to the insights that can come from one language, to subtext, and to the history that can be learned from other languages, such as Chinese and Arabic. He adds: “If you’re watching this and thinking, “what would it take another language to explain in a single word,’ it doesn’t matter too much.’” Tisdal says. “I’m sure there would be advantages to one global language, while there would also be disadvantages,” he says.“I think we’ve got a lot of work to do on this.”"
67,Walking The Most Dangerous Path In Britain,"Foulness Island is nine square miles and has around 150 people who live on it. Most of the island and, importantly, the road and bridge that get you onto it are owned by the British military and they will turn you away. But despite having no business here, I am on the island, legally. And that's because I didn't use the road or bridge. I walked along a very different path to get here. The Broomway has been called the most dangerous, most deadly path in Britain. It goes back at least 600 years. It's very easy to get lost out on the Broom way, particularly in low-visibility conditions. There's no features or markers to take your bearing from, so you can get very quickly disorientated. Shell craters are also a problem because of the exploded ordnance that has gone off, so it's essentially quick sand. I only guide walks when the tide is constantly going out, so we should be coming back as the tides are turning. We are three hours after high tide. The tide is still on its way out. So, obviously, we made it. Thank you, Tom! The path's called the Brooway because back before the military built that bridge, when it was the only access onto this island, it was marked by ""brooms"" every 30 metres or so."
68,Why The Web Is Such A Mess,"Tim Berners-Lee proposed the idea of the World Wide Web back in 1989. The first versions of the web were simple. Text and images were links to other text and images. You could use forms to send information, but the whole thing was ‘stateless’ Then in 1994, a programmer called Lou Montulli came up with “cookies”. They were so useful that every other browser started to use them as well. They got built into the web standards. But now they’re being used to track people, and it’s bad for privacy. The web is a mess, and advertisers are at the heart of it. But we’ll get to that in a minute. We’ve got a lot of time to kill before we get to the end of the show, so I’m going to get back to the subject at hand: the web. Back to the page you came from, then go to the bottom of the page to read the rest of the story. Back To The page you arrived at. Back into the page, and the story you came to, now to the front. Back in the front, the story about the web is about to get even more interesting. The story about advertisers and people."
69,I Almost Learned To Fly A Jetpack,"The jet pack is a lightweight, high-tech version of the traditional jet pack. It uses five jet engines to create 144 kilos of thrust. It can be controlled by the user using a nudge switch and a tether. The jet pack has been used in events in 31 countries and is now being trialled in the UK. The company has trained over 50 clients as well as 50 people to fly the jet packs. It is hoped that the jet pack will be used in a number of events in the future, including the Olympics and Paralympic Games. The first event will take place in London in 2016. The project is being funded by the British government. The UK government has also invested in the project, but has no plans to use it in the long-term. For more information, visit: http://www.jointaction.org.uk.uk/jets/jet-packs-in-the-world-and-how-you-can-help-to-get-involved-with-jets-in the- UK/Jetpack-in the-UK/Jets-In-The-UK-Jets.html. The Jetpack Project is a joint venture between Jetpack UK and Jetpack International, based in London."
70,Five Things You Can't Do On British Television,"In the 50s, stage hypnosis was licensed, and television hypnosis banned. But Parliament put a law in place: pay-for television services cannot broadcast sporting events, defined by Parliament, on free-to-air television. In 2009 illusionist Derren Brown performed a stunt in which he played out a ""subliminal film"" that he claimed would make some people feel stuck to their chairs. He never claimed to be hypnotizing people, just influencing with some words and some wavy lines. But officially and legally you can't try to hypnotize people over the air in the UK. The fine for unlicensedstage hypnosis can be £1,000. The rules are complicated and it's messy, but there are all sorts of rules to try and establish some sort of level playing field while also making sure that the World Hockey Championships don't go pay-per-view while all the Ice Hockey finals are free to watch on TV. But there are some wonderful stereotypes in there:Austria: World Nordic Skiing Championships. Ireland: Ice Hockey World Championships. Finland: World Ice Hockey Championships. The final of the World Cup in Canada: Hockey World Cup final. The World Cup finals in New Zealand: Hockey. The Champions League final in Germany: The Final of the Champions League."
71,"The Pumps That Must Run Forever, Or Part Of Germany Floods","The Ruhr Valley in Germany used to be a mining region. The last deep coal mine closed at the end of 2018. But you can see the legacy of that mining in the landscape. The earth and rock that was moved out of the way to create the mine shafts. They're steadily being reclaimed. One old coal mine is now a World Heritage Site. The land is being reshaped along with the land along the river Emscher. The water is being pumped through massive underground pipes. There are around 180 pumping stations, large and small, across this valley. After a heavy storm, it will move up to 40,000 litres of water every second. But the water won't go away in 100,000 or 10,000 years. It's an eternal cost, I guess, but not technically eternal, I'm not sure how long it will take for the land to be reshaped. It will be a long time before the land is completely reshaped, though, and that's a long, long way down the road in the future. But it's worth the effort, I think, for the people who live in the RuhR Valley. It is a very special place, and it will always be a special place to me."
72,My Unlicensed Hovercraft Bar Is Technically Legal,"In England, if you want to sell alcohol to the public, you need a licence. The law about that is set down in section 173 of the Licensing Act 2003. Section 173 makes it clear that as long as you're ""on a journey"", you do not need a license. This exemption only works if the hovercraft is on a journey... back and forthacross a hovercraft racetrack. So why does this law exist? Why is there this ridiculous exemption? The whole country in England is asking: Why is this exemption granted by authorities in England, and planes and trains through the country? The answer is: Because it's legal in the UK, and it's a lot of grass in England and no straightaways and no no-one's going to get thrown out of the craft when it goes round the first corner. And it's like drifting cars. It's all about steering, ahovercraft. It is all about going fast, but it's also about learning how to steer them. And if you're looking at it, you're likely to hit it! The thing is with hovercraft, to fly them, you do lean with them,​ which makes the craft pitch and makes it turn. And you might think: ""Tom, you are just doing this for show, aren't you?"" Wrong! This is a real beer pump."
73,It’s pronounced GIF.,"The Oxford English Dictionary accepts both pronunciations, despite Steve Wilhite calling them ""Wrong… end of story"" Linguistics also gives us the tools to look at all the other words in English and figure out, well, okay. We’ve got this new word. What other words is it most like? /gɪf/ is short for Graphics Interchange Format. But that’s not how English treats acronyms. What about other English words? In the red corner: git, gift, gaffer. In the blue corner: gin, gist, gel. The correct answer is, my co-author Gretchen McCulloch has a great podcast called Lingoch that covers all sorts of things, like g-i, g-ill and g-ham. I recommend it, of course, as it's a great way to get to know your co-hosts. I hope you’ll enjoy it, and I’m looking forward to hearing from all of you, too. Back to Mail Online home. back to the page you came from. Back To the page You came from, or click here for more information on the Lingoch podcast, which is available on iTunes, Amazon and other platforms."
74,The Theme Park Inside An Old Nuclear Power Plant,"Wunderland Kalkar is a theme park opened in 2001. It is based on a never-used nuclear power plant in Austria. Two-thirds of the buildings at the moment are still empty. The park has 40 attractions, including a rollercoaster and a teacups and elephants ride. It will be open again next year, and will have a new winter landscape. The season continues for a couple of weeks, and then they'll be closed again for a few months in the spring, but they'll open again in the summer. For more information, visit wunderlandkalkar.co.uk, or go to www.wunderland.com/kalkareaport. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit www.suicidepreventionlifeline.org. In Europe, contact the National suicide Prevention Lifeline on 0800-825-7255 or click here for details, or visit http://www.sophia-suicide-prevention.org/."
75,We Built A Lie-Detector Skeleton From 1927,"In 1927, Helene Adelaide Shelby of Oakland, California, applied for a patent for a lie detector. In 2020, we're going to test out Ms. Shelby's lie detector for the very first time. This video is sponsored by CuriosityStream and by my Nebula Original. We're following all the UK industry industryregulations for filming COVID-safe. Enjoy the show! We'll be back in September 2020 with a new episode of ""Nebula"" at 10 p.m. ET/PT on CNN.com/Cinema. Back to the page you came from. Click here for more information on the show and the show's sponsor, CuriosityStream, and the Nebula Original, which you can buy on Amazon.com and the Amazon Kindle store. Back To The page you come from. CLICK HERE for more info on the Show and the Show's sponsors, including Amazon, Google, Facebook, Twitter, and YouTube, and a full transcript of the show. Click HERE for the full show and a transcript from the show, including a Q&A with the inventor, CNN's Jim Boulden, and an interview with Chloe, Chloe's mother, Daniel, Tom, Tom and Daniel, and Tom, and Daniel and Chloe's father, Tom."
