id,title,summary
58,The sourtoe cocktail has a human toe in it,"The Sourtoe Cocktail is a shot of liquor, at least 40%, and a human toe in it. The toe must not enter the mouth or be bitten, chewed, or God forbid, swallowed, or it's a $2,500 fine. The toes we receive from donors, mostly anonymous, but we actually have a gentleman over in the UK right now who ran the Yukon ultra-marathon over the winter, got frostbite, and decided, you know what? Might as well put these frostbitten, removed toes to good use. The health inspector gives us the okay to do it. It used to be that it could be done in anything from milk to pop to champagne to beer. Now that summer's coming on, it can get pretty busy. We can do upwards of 50, 60, 70 a night. Up to now, we are at 77,888, but that's since June 11, 1995. This toe started in 1973, so the number could be 100,000. It's just like having a bit of beef jerky in there that's being used as a garnish. But, I know what you're here for. Yes? Are you ready? I am ready. You better be. Here goes, pour out the liquor."
59,How planes stay safe over the Atlantic,"North Atlantic tracks are the airways that we develop each day for our eastbound aircraft who fly across from us over to the UK area. The westbound tracks are produced by our counterpart over in Scotland via Prestwick Centre. The tracks can look curved and inefficient on the flat map projections we're used to but you've got to remember, they're great circle routes. They're the shortest, and cheapest way around the globe of the earth. And also, the tracks are three dimensional. As soon as an aircraft gets too tight to another aircraft, we interject and say, okay, we need to slow you down, or speed you up, traffic permitting obviously, right? If a plane has an emergency, they have contingency procedures. They have their TCAS. TCAS is their Traffic Collision Avoidance System. You can find out more about the tracks and the description of them at the Gander Area Control Centre. Thank you very much to everyone at Nav Canada, for being the number one thing that being here is one of the most important things we can do to keep you all safe and well. We're looking forward to working with you again in the coming months and years, and I hope to see you all again in a year or two. Back to Mail Online home. back to the page you came from."
60,Making an international standard cup of tea," ISO 3103 is meant to make an okay but reproducible cup of tea. You measure out 2g of tea per 100ml of water, plus or minus 2%. So for this, that means 2.8g, plus and minus.05g. You combine that with either local or standardised water depending on what you're testing. And then you drink it not from the traditional cup, but from the bowl. There is a separate standard, ISO 1839, on how you actually sample it, and what you report. And it tastes, er... (slurps) Tastes okay. It's just okay. But as far as I can tell, this is the first International Standard Cup of Tea on the internet. But it doesn't matter: there is no perfect cup of Tea: there's only the right one for you. This here? This isn't perfect, it definitely isn'tperfect, but as faras I can tells, this isn't Perfect. But close enough. It tastes okay, but close enough, so I'm not getting involved in that debate. And if you're adding milk, you should put it in first, but this is green tea, so... No, I can't. I don't actually like tea. But hey, that's the standard."
61,How formation flying works,"The Red Arrows are the best aerobatic team anywhere in the world. They fly at hundreds of miles an hour just metres apart from each other. How is it possible to safely fly this close and perform manoeuvres this precise? Part of it is training, trust, and talent, but part is a skill that you probably already know, keeping your distance from the car in front when you're driving on a highway. It's just that instead of working in one dimension, these pilots are working in three. Or, if you count time, maybe even four. The actual art of formation flying, in itself, is reasonably straight forward. But it's also about timing. So we're trying to, as the Red Arrows, make it look like we're one wing that's moving beautifully in graceful formation. And to do that, the guys who are furthest away from me as the leader need to know when I'm going to turn. I expect them to have already started putting their inputs if they're along way away. If they don't, they're behind the time and it's going to look like a broken chair. Every formation shape and every formation position has a different route to get out of that formation quickly and safely enough. They're what we call the escape strategies, but every manoeuvre is different."
62,European clocks ran slow for a bit. British clocks didn't.,"Clocks over in Europe have lost six minutes over the last month. The problem is politics. Serbia and Kosovo have fallen out with each other. Kosovo is low on power, Serbia isn't helping manage it, and as a result the entire European grid has been slightly underpowered since the middle of January. So clocks like this, who are expecting 50... okay, it doesn't sound like much, but it works out to them losing six minutes. Fortunately for me, I don't have to worry about it. As I'm sure 52% of Britons will be ecstatic to hear, the mainland European grid is not synchronised to the British National Grid here. It is connected, through two undersea cables, one under the English Channel from France, and the other one from the Netherlands, landing right here, on the Isle of Grain, which is near... nowhere. But these cables are direct current cables, not alternating current. They doesn't require grid synchronisation. So while mainland Europe's grid is slow, our British grid is going at 50 British cycles a second, as Her Majesty intended. [Music stops] The clocks may be going slow all over Europe, but here in Britain, our teasmades are boiling precisely on schedule. And god help us all."
63,The moiré effect lights that guide ships home,"This light is based on moiré patterns, which are the extra lines and patches that seem to appear when you have two similar but slightly different patterns overlaid on each other. If you're looking straight at that light, dead on, you see parallel lines. But if you're to either side, the arrows tell you which way to go to be straight-on to it. You can have five different boats in five different locations out there, all looking at the same sign, and they will all see arrows pointing the right way for them, without any computers or fancy tracking. This seems like such a good idea that I couldn't believe it wasn't well-known. It looked like a bit of weird maritime history that had been a brief fad and then died out, leaving no trace. It's a really weird use for a very expensive light. So if anyone out there knows, for sure, with evidence... do get in touch with me. I don't know why it here? I don’t know. But it's genius and, yeah, I wanted to understand it. I kept coming back, I kept searching. And eventually, I started looking through patent databases. And after a few minutes, I found it. It was patented by Lars Bergkvist and Ivan Forsen, from Sweden, in the late 1970s."
64,Canada's Most Successful King,"On Rare Earth, we like to take symbols from a country that maybe you've not been to yet and show how they fit into the bigger picture of your own life. This week we look at Canada's 10th Prime Minister, William Lyon Mackenzie King. He was a sexually repressed, hypocritical, guilt-ridden, prostitute-visiting mama's boy. But despite his faults, King was a political mastermind. He's a good example of how you don't have to be great at being a person to be a great politician. What drives someone to become a politician? To me it always seemed like such a terrible job. Nobody likes you, and it really doesn't   make as much money as it seems. It's kind of like being a dentist with bad pay. But there is something you get as a politician that you can get unlike almost anywhere else, and that's a legacy. He believed that his dreams were divine and he followed them with his life. And if it took ruling the entire country to do so, that's what he was gonna do. In the mid-1800s, Mackenzie was obsessed with his grandfather, also named William Lyon King, just without the King, which is a joke in itself. So you get it, you know no name in the mid-'1800s with the name Mackenzie, no name for the monarchy."
65,A Language Made Of Music,"Solresol was invented in the mid-19th century by a French musician named Jean-François Sudre. His goal was to create a language that was bound to no particular country. He broke all the words up into seven groups, called keys, based on their first syllable. At four syllables, he takes this concept to a whole new level. Solresol went up to 4 syllables with less than 3000 total words, but the main set is related to the main theme of the channel. To quote Paul Collins, ""SolresOL is at the heart of an idealic effort – an idealist and philanthropicist – at least in certain circles"" 12tone is a channel about music theory that uses pen and paper, and piano notes, and doodles of elephants, but today they are also talking about language. For the first time ever, this week's guest video uses art and animation. 12tone: [beeps]! Hey, welcome to 12tone! Or, to put that another way: [piano notes]! Ok, that may have sounded like a nice but strange melody, but it was actually a sentence in La Langue Musicale Universelle, or the Universal Musical Language, also known as SolresOL."
66,Sign Language Isn't Universal,"This week's guest is Rikki Poynter, a deaf vlogger who makes videos in both English and American Sign Language. There are about more than 300 sign languages in the entire world. While sign language isn’t exactly universal, there is this thing called  International Sign or IS. This is typically used in big events where deaf people from all over gather. Go subscribe to Rikki's channel! And remember, she's a vloggers: that is a channel about her life, not just ""all your sign language questions answered""! I figure I should set expectations there. Next week, a video that's a little bit related but also a littlebit musical. I hope you all learned something new today. Thank you all for watching and thank you, Tom, for allowing me  to be here to make this video for you. Maybe I’ll see you all later? Bye! Back to Mail Online home. Back to the page you came from. Click here to follow Tom's journey to the U.S. and back to the UK.back to the MailOnline home. Click HERE to Follow Tom's Journey to the United States and Back To The UK on Twitter and Facebook. Back To the page where you come from."
67,The null hypothesis,"Fly Your Thesis program aims to see if brain-computer interfaces can be used for very extreme situations, such as space. In the flights, the participants are going to play a game called ""shoot-the-alien"" and they'll do so with their brain activity. We're not actually reading someone's mind but we're measuring their brain signals. In a few decades, could astronauts doing space walks use their minds to control equipment? I'm not going to tell you. You can look it up when they all publish their papers because the achievement is the same, regardless of the results. If you're a masters or PhD student from an ESA member state, and you want to be one of the people behind me, then have a look at the Fly Your Theses program. The link is in the description of the program, or you can go to flyyourthesis.org.uk to find out more about the program and how you can get a share of the proceeds. For more information, visit flyyourthesis.org or go to www.flyyourthesiope.com. For the BrainFly team, that is: is our brain activity comparable in zero G? Can you still use a brain- computer interface if you're in orbit?"
68,Batman's village of fools,"In the early 13th century, King John wanted to travel through this town. The locals were worried that if the King travelled on a road, it would become a public highway, and they didn’t want that. So the full legend tells the tale of a wily group of people who outwitted the King… but who also became known as a village of fools in the process. They were both the Wise Men of Gotham and the Mad men of Gotham. Centuries later, in the early 1800s, there was an American writer called Washington Irving. He was a satirist, and in one of his early works he refers to New York City as Gotham. More than a century after that, when comic book writer Bill Finger was looking for a name for Batman’s fictional town, he spotted “Gotham Jewellers”, and thought: that’S perfect. So now we have Gotham City. If one link in that chain had broken, through 13th-century legend, to 16th- century insult book, to 19th- Century writer, to 20th- centuries phone book flip, if one of those small events hadn”t happened, Batman would live somewhere else. Back then, ""madness"" was thought to be contagious. The king stayed away, and the locals won."
69,Hold music used to sound better. Here's why.,"Early telephone calls were put through by a human operator. Any sound at one end, whether it's speech, music, whatever, would be converted to an electrical signal, sent down the wire, and converted back at the other end. Phone companies realised that they could save on setting up thousands of wires between exchanges miles apart if they were able to put several conversations down one wire at the same time. So rather than transmit every frequency of sound in the original signal, they would cut off the high and low frequencies, and then they would shift each call into a different frequency band. But music can't survive that chain. It's already been compressed by a completely different system as your call bounces around a company’s internal phone network. The standards for phone calls, even today, rely on quick-and-dirty compression built decades ago, designed to run on very little computing power, and optimised for speech. That compression is great at encoding one clear voice -but chuck a load of complicated music at it, with all its instruments and it's going to sound bad. But not quite enough to break down into static. There is one last piece of the puzzle. Someone else cutting corners. And in a really badly designed system, maybe there’t an entire third layer of terrible compression from whichever other company runs the call centre that you're actually talking to, off in some other country."
70,"What Is Sea Level, Anyway?","Calipatria has the lowest elevation in the western hemisphere, 55 metres below sea level. If it wasn't for all the mountains and hills between here and the Pacific Ocean, then we'd be wet, but that flag would stay dry. We're dry because no rivers drain into this basin. The Salton Sea over there only exists because some engineers screwed up in 1905 and diverted a good bit of the Colorado River in there for a couple of years. That water is steadily getting saltier and more polluted as it slowly evaporates, and California's got to deal with that over the next couple of decades. But how do we know we're 55 metresbelow sea level? What isSea level? In theory, it is the average height of the sea around the Earth. But there are some problems with that. The Earth isn't one uniform lump of rock. Bits of the mantle are more dense than others, so gravity isn't quite the same everywhere on Earth's surface. And by a bit more, I mean anything up to 80 metres more. And to complicate things even more, mountains are big enough that their gravity attracts the ocean, just a little. These aren't small amounts, that could be the difference between this city being above and below sealevel."
71,The centuries-old debt that's still paying interest,"In 1648, the Water Board of Lekdijk Bovendams needed to repair embankments to make sure that this bit of the Netherlands didn't flood. For that, they needed money, so they sold a bearer bond. Unlike modern bonds, they didn't set a time limit on that. 3½ centuries later, that original bond ended up.... here, at Yale University in New Haven, Connecticut, USA, and it's still paying interest. Now, the Dutch water authority could probably default on the debt if they wanted to. It costs more than the bond is worth to fly someone over every couple of decades. And let's face it, Yale would be unlikely to launch an international lawsuit. But, for about one Euro a month, the water Authority gets to be part of a weird bit of living financial history, and get a bit of good publicity out of it too. It might not be a subscription they'd take out deliberately, but apparently, for them, it's worth it. I think they have a pretty good track record. They sound like a triple-A organisation to me, and I think we're going to be good for a while. The value of this bond, obviously, is in the fact that it's live. It's probably just as exciting for them as it is for us to be able to present the bond and have an opportunity to pay interest."
72,The US government will sell you freeze-dried urine,"The National Institute of Standards and Technology produces Standard Reference Materials. SRMs are characterised materials that customers use to make sure their measurements on their materials and processes are accurate and reliable. NIST has more than 1,000 reference materials, including freeze-dried urine, whale blubber and space beads. They are used by people around the world to calibrate and test machinery, including machines that test for drugs and toxic elements. The Institute will sell you urine laced with exact amounts of the metabolites of cannabis or cocaine, or they're testing for poisons and toxic Elements. It takes us years to procure a new material that becomes an SRM a couple of years later. We buy industrial products directly. It comes from a different source each time, but we make it the same way, and we characterise it in the same fashion. We have to store some of our more sensitive materials in cryocooled conditions. It's just that everything in this warehouse has the US Government stamp of approval on it. It’s just that all of the materials here have to be exactly the same, to an incredibly precise margin, to ensure that what we're measuring is the true value in that particular material. The material itself is not precise. The measurements that characterise the material are precise."
73,What counts as a mountain?,"Mount Evans is the 41st highest mountain in North America. The International Climbing and Mountaineering Federation defines a mountain as needing 300m of prominence, which is only the height of the Eiffel Tower. Prominence works like this: imagine if you could raise sea level up to where I'm sitting now. How many meters would it have to drop before you could connect this mountain to another, taller one and walk there without getting your feet wet? For Mount Evans, that is 839m down, or about one-fifth of its height above sea level. That observatory summit? It's not prominent. Sure, you have to walk downhill from it, but after a few meters you're going uphill again. It's a mess. Even after researching this, I'm not sure about it. Even the folks I asked to check my script went, ""eh, well, I guess, basically, but technically..."" This is one of those times that the human need to categorise and catalogue everything runs up against messy reality. There are always edge cases, and pretty much every mountain is an edge case. I'm going to go back down now before I get altitude sickness(!) And that's a mountain. And that isn't. But in formal terms, we solve it by measuring prominence."
74,I can't show you how pink this pink is.,"Artist Stuart Semple has created what he calls the Pinkest Pink. The colour is so intense your screen can't display it properly. Semple created the pinkest pink, the greenest green, the loveliest blue, and the yellowest yellow. He also created the world's most glittery natural glitter and the mattest blackest art material in the world. In a few years' time, technology will move on. It's already possible to buy expensive equipment with a wider colour gamut. But in the meantime, I can try and simulate what being here is like. In this shot, this one here, I've digitally adjusted the saturation of this pink so it's not quite as intense. Now if I turn it back up... Imagine that change, but more so. That's how pink this pink is. It is ridiculously pink. Thank you to StuartSemple and all the team at his workshop: pull down the description for more about them, their pigments, and this pink. This pink is gorgeous! I cannot get over how luminous this is. I started out, ""well this isn't doing anything, this is just powder"" and then it just went well. I've been painting since I was five years old, and I've seen a lot of pink. And thousands and thousands of people have used the pink, and nobody's said they'veseen a pinker pink."
75,Why old screens make a ʰᶦᵍʰ ᵖᶦᵗᶜʰᵉᵈ noise,"Video was filmed at the Cambridge Centre for Computing History. There was a subtle high-pitched noise in the background of the video, and I hadn't noticed it before uploading. As you get older, your range of hearing starts to narrow. It starts to get more difficult to hear high frequencies. I can't hear anything higher than 17,000Hz any more. That video I made, was a reminder than I'm getting older. So the next time someone forgets to check for a high pitched noise, and next time it annoys you... well, at least you can still hear it. I have to strain to even notice it, even as some folks in the comments said it was loud enough to stop them watching. And for a while, I was angry with myself, because it was an unforced error. I wasn't under time pressure, I checked through half a dozen times, I just didn't think to check the sound with my eyes. That mistake might have stopped the message getting as far as it could. But it also turns out these headphones that I use to check audio aren't great at high frequencies, and so with my voice drowning it out I didn't notice the sound. Until now, I've been removing it from this video, but let me tell you: it's here, and in this room, with all these monitors on."
76,The Runways of Fire That Let WW2 Planes Land In Fog: FIDO,"RAF used to set up huge lines of petrol burners to heat up the air. The system was called FIDO. “Fog, Intensive, Dispersal Of.” It was never used in peacetime: aircraft could just not take off instead. But for the war effort, to let planes take off for battle in any weather and to save thousands of air crew lives who needed to land right now: it was worth it. A small Fido system burne 70,000 gallons of fuel an hour. One estimate says that in one foggy night over England, all the Fido systems in use would burn 20 million gallons offuel. There's even a report all the extra heat pumped into the atmosphere triggered a thunderstorm. At the current price of jet fuel, as I record this, running a FidoSystem would cost about $200,000 per hour per runway. It was a huge expense, but it was well worth it in the 1940s when planes could take off from RAF Graveley and land safely in the UK. The glow from the fires was visible for miles. There was a bit of smoke when they started the system up, but once it got hot, the air could be so clear that people on the ground could see the stars. There are demonstration films taken by the RAF on clear days, showing how big and how visible this was."
77,Why sci-fi alien planets all look the same,"Hollywood is a union town, and long ago, it was negotiated that thirty miles was ""local"" and anything outside wasn't. The headquarters of pretty much all the movie studios are inside the zone. Griffith Park and Bronson Canyon are well within the zone, close to the centre of Hollywood. Vasquez Rocks, which have been used in so many TV shows, films and music videos that there is a separate Wikipedia page just listing them. If those rocks were slightly further away from Hollywood, then who knows? Perhaps Bill and Ted would have been killed by their evil robot doubles somewhere else. But in summary: this thirty-mile zone, this TMZ, and yes, that's where the gossip site got its name from, this border is why, sometimes, it looks like the crew of the Enterprise are boldly going where quite a lot of people have gone before. The rules are complicated, and I couldn't explain them all if I tried. But if I just walk a few paces this way, inside the studio zone, then cast and crew get paid from when they arrive here, from their call time. Filming inside thezone is significantly cheaper. It's where Adam West's Batcave was, along with where the walls fell for Captain Picard, and along with pretty much any American TV show that's ever needed that sort of landscape."
78,Voyager 1's Getting Closer to Earth Right Now,"The Voyager 1 space probe is the furthest man-made object from Earth. But right now, it is moving towards us. Relatively speaking. This is the control room for NASA’s Deep Space Network. Scientists here still listen for the signals that Voyager is sending. Voyager 1 is carrying radioisotope thermoelectric generators, RTGs. It's powered by radioactive decay and will last until around 2025. After that, the craft will go dark, carrying a message forward into interstellar space for… well, we don’t know where, or when, or even who. If there was enough light being bounced off of it, you might be able to see it with a telescope, but it's so far away, and so dim, without a radio signal coming from Voyager at all. And so I think that's pretty much the end, once it goes dark. Thank you very much to all the team at NASA, the Jet Propulsion Laboratory, and here at the Deepspace Network. Pull down the description for more about them, and about their missions. The most important reason for sending the thing out there is to get the science data back. We need to get that data back down and distribute it to the scientists. In terms of checking in with spacecraft, I think with Voyager for example, we probably downlink from them almost every day."
79,Why This “Zero Calorie Sweetener” Isn’t Zero Calories,"Splenda is marketed as a zero-calorie sweetener or a healthy replacement for sugar. To find out if there’s any calories in this packet of Splenda, we have to find out whether there is any glucose in it. Splenda has more glucose in the Splenda than the actual sugar. So, how many calories are in these packets? Four. How do we know that? Well, I emailed Splenda Customer Service. And they wrote back that there are four calories in each single packet. Side note here, one gram of sugar has four calories and each packet is about a gram. But wait a sec, why is Splenda allowed to say they have none? That seems pretty sketchy, but it might seem, but that makes sense here, because that makessense because that is no calorie sweetener because it has no calorieSweetener. Can any food have zero calories? Can any even have that? well, yes. Think of it this way. If you, say, eat plastic, nothing really will happen. Plastic has zero usable calories if you eat it, you can’t take energy from it. This is just an example. It's theoretically possible. But it's not very practical. It’ll take a lot of work."
80,Why Song Translations Usually Suck,"Alex from Play the Mind takes on song translations. There’s a conflict between the meaning of the lyrics and the way they sound when spoken. The phonology of a language is like its musical DNA. It has a primordial influence on how the melody of a song gets written. A song translation can either sound good, but be inaccurate in meaning, or it can be accurate, but sound bad. Next time, we have something in the popular genre of ""that thing you’re eating isn’t what you think it is"". See you then for the next episode of Play The Mind, tonight at 10pm on Channel 4. Click here for the latest episode of Channel 4‘s ‘Play The Mind’, tomorrow at 9pm onChannel 5. For the latest from Play Themind.com, click here. For more, visit www.playthemind.co.uk or follow them on Twitter @PlayTheMind. For their next episode, they’ll be appearing on Channel 5 on Sunday, September 14 at 8pm. For your chance to win a £1,000 prize, head to http://www.channel4.com/uk/play-the-mind-win-a- prize-of-£1,500."
81,The Foil That Went To The Moon And Back,"A tiny piece of Kapton foil from Apollo 11 has been put on to a piece of paper. But if you look closely at the piece, you’ll notice that it’s sort of silvery and it looks like it's been scratched off and there’t gold underneath. It’S all part of the thermal protection system. Thermal protection was a huge engineering challenge for the men and woman who designed and built the Apollo spacecraft. It protected the spacecraft from the heat associated with launching through the atmosphere, but it didn't last very long. As it went through the re-entry phase of the mission, a little bit of the golden tape was burned away revealing the golden underside of the spacecraft. But how is it that I’m able to actually own a piece. of Apollo 11? Well, it turns out that recovery crews and pretty much anybody who could get within. within the spacecraft could take a tiny piece off that souvenir as a souvenir. It's all yours. Amy, it's all your. Amy at Vintage Space, who has brought along one of the greatest and also the tiniest props that I have ever seen that I've ever seen, it is Apollo 11's thermal protection shield. It was made of coded aluminium and oxidized silicon monoxide."
82,The Disaster That Changed Engineering: The Hyatt Regency Collapse,"In 1981, the Hyatt Regency Hotel in Kansas City, Missouri, hosted a large party in the multi-story atrium area. During the event, suspended walkways on the second and fourth floors collapsed, killing over 100 people and injuring over 200 more. At the time, the accident was the worst structural failure in US history. In the wake of the disaster, investigators discovered a change to the original design of the walkways that was proposed by the fabricator and mistakenly approved by the structural engineer. What, at first glance, seemed like a subtle adjustment to the design, turned out to be the root cause of the failure. There is an implicit handshake between a society and its engineers. We hardly have a choice but to trust that the constructed environment that we live in is safe and sound. When an engineer seals a design, he or she takes responsibility for its accuracy and safety to the general public. But the err is human and that includes engineers. So, we try to develop conventions and processes that can catch and correct from mistakes before they get too far. And that includes studying and learning from errors made in the past. Next time, a guest video with a prop that has been to the moon. Also, he made his own props. Grady, take it away."
83,You Can Hear The Difference Between Hot and Cold Water,"Science presenter Steve Mould shows you how to distinguish between hot and cold water using your sense of hearing. He pours water from identical jugs into identical mugs and it’s your job to figure out which is which. The reason they sound different is because of the fact that the water is viscous and the viscosity of water goes down when you heat it. It should have been quite easy to tell which was which, but here's the answer: the first pour was cold and the second pour was hot. And like many things, this is something that you knew intuitively, even though it wasn’t something you were aware of consciously. Next time, the tale of an engineering disaster. Back to Mail Online home. back to the page you came from. Click here for more videos from the show. Back To the pageyou came from, click here for other videos from The Show. Back from the pageYou came from the Show. Click HERE for more video from The show. Click Here for more Videos from TheShow. Backto the page You Came From The Show, clicking here for the next episode of the show, The Show: Back to the Show, click HERE for the second episode. Clickhere for the third and final episode, The Sound of Music."
84,"One Town, Four Elements: Ytterby","In 1792, a chemist named Gadolin received a sample of a mysterious black rock from this now-closed Swedish mine. Gadolin and other chemists found that the black rocks from this mine had not one, but four new elements that were completely unknown to science. And they were all named after here: yttrium, terbium, erbium and ytterbium. This small town in Sweden is the only place in the world with four elements named after it. Canada, Norway, Russia, unlucky. Here, though? Ah, there were discoveries to be made. We've named all the natural elements and we've made our own. But back then, it wasn't just that there were gaps in the periodic table, it's that there wasn't a periodic table at all. Back then, chemists had to work out: was that a new element that they were looking at, or just a combination of known ones? So papers were published that turned out later to be completely wrong, and were corrected by others. That's how science works, but it also means that a lot of people and places that might have had elementsnamed after them were disappointed. Back to Mail Online home. Back To the page you came from.."
85,The World Is Slowly Running Out Of Sand,"US Army Corps of Engineers have just finished rebuilding a beach in New Jersey. Engineers dredge sand from offshore and pump it back onto beaches. Beach erosion is happening faster and faster as sea levels rise. Construction industry uses billions of tons of sand every year. No-one's considering stripmining the Jersey shore any time soon. But in a hundred years, who knows? Maybe New Jersey will get a better offer for this sand. It's not a renewable resource, not on any human timescale. And if it's not there to protect the coast: then the folks who live nearby should start getting worried. It just means that as supply goes down, the price of construction will go up... and there are going to be some rough market forces. It has to be this kind of sand: sand that's been created by moving water and waves over aeons. Hundreds of people have been killed over sand. Now, here, the Corps of engineers are keeping a community safe, some birds safe, and making sure there'll still be a beach here for tourists this summer. It was first completed in 1990, and we've come back numerous times over the years to renourish and pump additional sand onto the beach. If we didn't pump this sand into this area and built an engineered system, the communities would be at higher risk of damages from hurricanes, nor'easters and other storm events."
86,ᚼᛒ: Harald Bluetooth and Your Phone,"A thousand years ago, a Danish king ordered those stones to be carved and raised. And now, his name is on our phones. It's called Denmark's birth certificate, it's part of this World Heritage Site. The inscription honours his parents, and then it says: ""Harald, who won for himself all of Denmark and Norway and made the Danes Christian"" A thousand years later, an engineer at Intel called Jim Kardach was working on short-range radio technology. He heard the story of Harald Bluetooth from a Swedish person that he was working alongside, and he figured, huh, that'd make a good codename for the technology. The official name that was decided later was Personal Area Networking, or PAN, a name that stuck until three weeks before launch when the lawyers said that they couldn't possibly trademark something so generic. And that logo? HaraldBluetooth. HB in the runes of the time, more or less. Combine those two characters into what's called a ""bind rune"", sort of kind of like a signature... and there's the Bluetooth logo. It was used for the first time on the iPhone 5, and later the iPhone 6, and the iPhone 7, and even the Galaxy S5 and Galaxy Note 5."
87,The Little-Known Patterns on British Streets,"All around Britain, you will find this: tactile paving. It’s to help blind and partially sighted people find their way around. There are different patterns for different situations. Dots in a grid, like this, mean a dropped kerb for crossing the road. Stripes along the path mean a safe route to follow. Offset dots mean a train platform ahead, a big chasm you could fall into. Lozenge shapes mean a tram platform, something closer to street level that could run you over. Boroughs in London, councils outside of London, seem to be moving more towards aesthetic considerations, i.e. they’re changing the colour to darker greys so it blends in more. By definition if it blending in more, it’ll be harder for people such as myself to actually see. It helps a lot if clues are consistent, so confusion can certainly occur when that isn’t the case. The design standards for how this is laid down are literally a hundred pages long. But so are the design Standards for everything about public infrastructure. Having reliable rules that everyone understands is important when there are tons of metal speeding past you. You can check out their YouTube channel here, and yes, I have linked the full hundred-page design document in the description!"
88,Fallout Shelters and Zurich's Water: Swiss Resilience,"Switzerland is the only country in the world with enough nuclear fallout shelters for the entire population. There is an entire backup water system, fed by nothing more than gravity from a spring on a nearby mountain. It runs through 150 kilometres of pipes to taps in hospitals and fallout shelters, and special drinking fountains like this. These can all be adapted so they can fill a lot of buckets in a very short amount of time withNothing more than some hoses and scaffolding. This water isn't being wasted, by the way. No-one's drinking it, but if it wasn't going through these pipes it'd just be joining a river and heading straight to the ocean by a different path. But Zurich? They have two systems, constantly tested, always running together. Just in case the world ends. It's not likely, because the electricity supply is just as secure as the water supply. But in the event of an emergency: let's say the lake was contaminated somehow, or there's a days-long power cut that shuts all the pumps down: not that that's likely. But if it happens: Zurich is still prepared. It is, of course, some of the safest drinking water in theworld. Because Switzerland. It has a reputation for being precise and reliable."
89,Why YouTube Streams Don't Count For Christmas № 1,"The UK music industry’s official charts are based purely on music sales, not on airplay. Every pop music radio station in Britain could play a track every hour, on the hour. But it wouldn’t make a bit of difference if no one walked into a music shop, opened their wallets, and actually bought the physical single – or, later, paid to download a digital file. For the last 2½ years, we've been not just counting sales, but also adding streams in there as well. We convert the streams to sales by dividing the streams by 100, and then we put it all together. At 5:40pm on December 23rd, BBC Radio 1 will make the announcement, and – at least for this year – someone will still be entering the history books. The official UK chart doesn't count YouTube views, but it's a big debate within the industry, about whether it should or it shouldn't count. That may change at some point in the future, but not quite for now. I don't know who's going to be Christmas number one this year. And neither do the folks here, at the official UK charts company, at least as I record this, although I suspect probably they’ve got a pretty good idea by now."
90,"In Old Movies, Why The Dial Tone After Someone Hangs Up?","In old Hollywood films, when someone is on a phone call and they got hung up on, why did they hear a dial tone? Back in the days of celluloid film, southern California was one of the few places in America with independent telephone companies. So in Hollywood, where all of the movies were being written and filmed, their experience on the telephone was actually different from most of the rest of America, and the world. As I dial a number, various elements of the step connect me through the system from start to finish. And that's where it got the name step-by-step. And as I finish dialling, the call will connect... [ringing]...and it can be answered. But if the calling party hangs up... [dial tone]...the called party will get hit with dial tone right away because the system doesn't know whether I've been hung up. Or they picked whichever option worked best for the scene. If it's still happening when a character uses a cell phone, though? That's just lazy. Thank you to all the team at Seattle's wonderful Museum of Communications! You can check out their YouTube channel over here or pull down the description for a link to the Museum and to see their opening hours and a list of all the incredible equipment they've got."
91,"Wheels, Bombs, and Perpetual Motion Machines","A true perpetual motion machine doesn't just keep spinning forever. It would give out more energy than is put in. And like a wind turbine, it’d let you take some of that extra energy for your own use. The laws of thermodynamics always hold true. This here is a device made by Thomas Young in 1807. It is the original, two centuries old from the archives of the Royal Institution in London. It’s an unbalanced wheel, and there have been many perpetual motion machines like it. There was a giant one in Los Angeles in the early 20th century, advertising a café: and according to Popular Mechanics, it kept going until there was a city-wide power cut. And there was an inventor in 1829 who was sure that a carriage with conical wheels would roll around the world ‘till time shall be no more’ They all work on the same principle: cheat the centre of gravity so it's always on one side, constantly unbalanced in the same direction. This doesn’t work, obviously. No matter how much you complicate it, this wheel will just rock back and forth and eventually settle where the center of gravity is lowest, or where friction stops it. If you have something that multiplies the energy you put in... then after a few seconds, you’ve got a bomb."
92,"The City of the Dead: Colma, California","In the first decades of the 20th century, all the 150,000 bodies buried in San Francisco were moved to one town. Many of those moved here were placed in mass graves, their tombstones sold to be used for construction material or dumped in the Bay as breakwaters. With no-one to pay for new funeral plots and more than a hundred thousand bodies to move, the folks doing the job took shortcuts. Sometimes, modern construction work will exhume dozens of bodies that the movers missed. So why go to the trouble of moving them at all, then? Well, it was either move the bodies immediately, or deal with them while you're digging foundations for new buildings anyway. What else were they going to do? Almost everyone has a fear and disgust response to death, for good reasons: and religion and tradition in America, then, dictated that the dead must be buried. The Catholic Church wouldn't allow cremation until decades later, and, well, there wasn't another option. Most people figure that cemetery plots are forever. That's not true: already, some areas of Europe are re-using graves, and eventually every headstone's going to be weathered away. So here's my question: when does moving a body stop being disrespect for the dead and start being archaeology?"
